filename,label,is_augmented,source_file
candidate_000006.npy,0,False,candidate_000006.npy
candidate_000102.npy,0,False,candidate_000102.npy
candidate_000111.npy,0,False,candidate_000111.npy
candidate_000123.npy,0,False,candidate_000123.npy
candidate_000151.npy,0,False,candidate_000151.npy
candidate_000213.npy,0,False,candidate_000213.npy
candidate_000285.npy,0,False,candidate_000285.npy
candidate_000313.npy,0,False,candidate_000313.npy
candidate_000325.npy,0,False,candidate_000325.npy
candidate_000327.npy,0,False,candidate_000327.npy
candidate_000380.npy,0,False,candidate_000380.npy
candidate_000396.npy,0,False,candidate_000396.npy
candidate_000403.npy,0,False,candidate_000403.npy
candidate_000413.npy,0,False,candidate_000413.npy
candidate_000414.npy,0,False,candidate_000414.npy
candidate_000452.npy,0,False,candidate_000452.npy
candidate_000556.npy,0,False,candidate_000556.npy
candidate_000579.npy,0,False,candidate_000579.npy
candidate_000653.npy,0,False,candidate_000653.npy
candidate_000736.npy,0,False,candidate_000736.npy
candidate_000751.npy,0,False,candidate_000751.npy
candidate_000781.npy,0,False,candidate_000781.npy
candidate_000855.npy,0,False,candidate_000855.npy
candidate_000892.npy,0,False,candidate_000892.npy
candidate_001054.npy,0,False,candidate_001054.npy
candidate_001115.npy,0,False,candidate_001115.npy
candidate_001212.npy,0,False,candidate_001212.npy
candidate_001214.npy,0,False,candidate_001214.npy
candidate_001228.npy,0,False,candidate_001228.npy
candidate_001311.npy,0,False,candidate_001311.npy
candidate_001360.npy,0,False,candidate_001360.npy
candidate_001463.npy,0,False,candidate_001463.npy
candidate_001474.npy,0,False,candidate_001474.npy
candidate_001509.npy,0,False,candidate_001509.npy
candidate_002709.npy,0,False,candidate_002709.npy
candidate_002753.npy,0,False,candidate_002753.npy
candidate_002788.npy,0,False,candidate_002788.npy
candidate_002790.npy,0,False,candidate_002790.npy
candidate_002957.npy,0,False,candidate_002957.npy
candidate_002995.npy,0,False,candidate_002995.npy
candidate_003028.npy,0,False,candidate_003028.npy
candidate_003073.npy,0,False,candidate_003073.npy
candidate_003373.npy,0,False,candidate_003373.npy
candidate_003424.npy,0,False,candidate_003424.npy
candidate_003439.npy,0,False,candidate_003439.npy
candidate_003441.npy,0,False,candidate_003441.npy
candidate_003447.npy,0,False,candidate_003447.npy
candidate_003462.npy,0,False,candidate_003462.npy
candidate_003531.npy,0,False,candidate_003531.npy
candidate_003622.npy,0,False,candidate_003622.npy
candidate_003665.npy,0,False,candidate_003665.npy
candidate_003776.npy,0,False,candidate_003776.npy
candidate_003894.npy,0,False,candidate_003894.npy
candidate_003896.npy,0,False,candidate_003896.npy
candidate_003987.npy,0,False,candidate_003987.npy
candidate_004001.npy,0,False,candidate_004001.npy
candidate_004036.npy,0,False,candidate_004036.npy
candidate_004086.npy,0,False,candidate_004086.npy
candidate_004273.npy,0,False,candidate_004273.npy
candidate_004309.npy,0,False,candidate_004309.npy
candidate_004338.npy,0,False,candidate_004338.npy
candidate_004368.npy,0,False,candidate_004368.npy
candidate_004376.npy,0,False,candidate_004376.npy
candidate_004414.npy,0,False,candidate_004414.npy
candidate_004433.npy,0,False,candidate_004433.npy
candidate_006194.npy,0,False,candidate_006194.npy
candidate_006209.npy,0,False,candidate_006209.npy
candidate_006410.npy,0,False,candidate_006410.npy
candidate_006494.npy,0,False,candidate_006494.npy
candidate_006500.npy,0,False,candidate_006500.npy
candidate_006564.npy,0,False,candidate_006564.npy
candidate_007616.npy,0,False,candidate_007616.npy
candidate_007624.npy,0,False,candidate_007624.npy
candidate_007640.npy,0,False,candidate_007640.npy
candidate_007700.npy,0,False,candidate_007700.npy
candidate_007754.npy,0,False,candidate_007754.npy
candidate_007806.npy,0,False,candidate_007806.npy
candidate_007886.npy,0,False,candidate_007886.npy
candidate_007924.npy,0,False,candidate_007924.npy
candidate_007940.npy,0,False,candidate_007940.npy
candidate_007988.npy,0,False,candidate_007988.npy
candidate_007997.npy,0,False,candidate_007997.npy
candidate_008000.npy,0,False,candidate_008000.npy
candidate_008019.npy,0,False,candidate_008019.npy
candidate_008799.npy,0,False,candidate_008799.npy
candidate_008878.npy,0,False,candidate_008878.npy
candidate_008903.npy,0,False,candidate_008903.npy
candidate_009045.npy,0,False,candidate_009045.npy
candidate_009158.npy,0,False,candidate_009158.npy
candidate_009199.npy,0,False,candidate_009199.npy
candidate_009274.npy,0,False,candidate_009274.npy
candidate_009290.npy,0,False,candidate_009290.npy
candidate_009338.npy,0,False,candidate_009338.npy
candidate_009483.npy,0,False,candidate_009483.npy
candidate_009513.npy,0,False,candidate_009513.npy
candidate_009524.npy,0,False,candidate_009524.npy
candidate_009549.npy,0,False,candidate_009549.npy
candidate_009557.npy,0,False,candidate_009557.npy
candidate_009646.npy,0,False,candidate_009646.npy
candidate_009682.npy,0,False,candidate_009682.npy
candidate_009686.npy,0,False,candidate_009686.npy
candidate_009765.npy,0,False,candidate_009765.npy
candidate_009771.npy,0,False,candidate_009771.npy
candidate_009882.npy,0,False,candidate_009882.npy
candidate_009938.npy,0,False,candidate_009938.npy
candidate_009946.npy,0,False,candidate_009946.npy
candidate_009965.npy,0,False,candidate_009965.npy
candidate_009983.npy,0,False,candidate_009983.npy
candidate_010033.npy,0,False,candidate_010033.npy
candidate_010063.npy,0,False,candidate_010063.npy
candidate_010074.npy,0,False,candidate_010074.npy
candidate_010246.npy,0,False,candidate_010246.npy
candidate_010247.npy,0,False,candidate_010247.npy
candidate_010260.npy,0,False,candidate_010260.npy
candidate_010325.npy,0,False,candidate_010325.npy
candidate_010353.npy,0,False,candidate_010353.npy
candidate_010367.npy,0,False,candidate_010367.npy
candidate_010519.npy,0,False,candidate_010519.npy
candidate_010555.npy,0,False,candidate_010555.npy
candidate_010645.npy,0,False,candidate_010645.npy
candidate_010657.npy,0,False,candidate_010657.npy
candidate_010707.npy,0,False,candidate_010707.npy
candidate_010746.npy,0,False,candidate_010746.npy
candidate_010756.npy,0,False,candidate_010756.npy
candidate_010770.npy,0,False,candidate_010770.npy
candidate_010778.npy,0,False,candidate_010778.npy
candidate_010801.npy,0,False,candidate_010801.npy
candidate_010862.npy,0,False,candidate_010862.npy
candidate_011098.npy,0,False,candidate_011098.npy
candidate_011112.npy,0,False,candidate_011112.npy
candidate_011153.npy,0,False,candidate_011153.npy
candidate_011157.npy,0,False,candidate_011157.npy
candidate_011165.npy,0,False,candidate_011165.npy
candidate_011193.npy,0,False,candidate_011193.npy
candidate_011433.npy,0,False,candidate_011433.npy
candidate_011467.npy,0,False,candidate_011467.npy
candidate_011636.npy,0,False,candidate_011636.npy
candidate_011705.npy,0,False,candidate_011705.npy
